Date,FlowCFS
8/22/52,2
8/23/52,1.7
8/24/52,1.4
8/25/52,1.9
8/26/52,1.8
8/27/52,2
8/28/52,2.1
8/29/52,2.2
8/30/52,2
8/31/52,1.4
9/1/52,5.6
9/2/52,1.9
9/3/52,1.2
9/4/52,1.3
9/5/52,1.6
9/6/52,1.9
9/7/52,1.5
9/8/52,1.9
9/9/52,1.8
9/10/52,2.4
9/11/52,2.5
9/12/52,2.8
9/13/52,2.3
9/14/52,2
9/15/52,2.1
9/16/52,2
9/17/52,1.9
9/18/52,16
9/19/52,1.9
9/20/52,1.2
9/21/52,1.2
9/22/52,1.5
9/23/52,1.5
9/24/52,1.6
9/25/52,1.6
9/26/52,1.5
9/27/52,1.6
9/28/52,1.4
9/29/52,2
9/30/52,1.9
10/1/52,1.4
10/2/52,1.2
10/3/52,1.3
10/4/52,1.2
10/5/52,1
10/6/52,1.2
10/7/52,1.3
10/8/52,1
10/9/52,1
10/10/52,1
10/11/52,1
10/12/52,0.9
10/13/52,2.3
10/14/52,16
10/15/52,4.9
10/16/52,1.2
10/17/52,1.1
10/18/52,1.1
10/19/52,0.8
10/20/52,1.2
10/21/52,1.3
10/22/52,1.4
10/23/52,1.3
10/24/52,1.4
10/25/52,1.5
10/26/52,1.2
10/27/52,1.5
10/28/52,1.3
10/29/52,1.4
10/30/52,1.4
10/31/52,1.4
11/1/52,1.3
11/2/52,11
11/3/52,1.6
11/4/52,1.3
11/5/52,1.4
11/6/52,1.4
11/7/52,1.4
11/8/52,3.1
11/9/52,4.3
11/10/52,1.6
11/11/52,1.3
11/12/52,1.4
11/13/52,1.4
11/14/52,1.4
11/15/52,1.4
11/16/52,1.2
11/17/52,1.6
11/18/52,9.6
11/19/52,1.6
11/20/52,1.4
11/21/52,1.7
11/22/52,1.7
11/23/52,1.3
11/24/52,5.7
11/25/52,14
11/26/52,4.7
11/27/52,1.3
11/28/52,1.8
11/29/52,1.8
11/30/52,1.6
12/1/52,1.7
12/2/52,2.1
12/3/52,1.7
12/4/52,10
12/5/52,2.3
12/6/52,1.7
12/7/52,1.4
12/8/52,1.7
12/9/52,1.4
12/10/52,1.8
12/11/52,1.8
12/12/52,1.6
12/13/52,1.6
12/14/52,1.2
12/15/52,1.7
12/16/52,1.7
12/17/52,1.7
12/18/52,1.7
12/19/52,6.5
12/20/52,9.4
12/21/52,1.4
12/22/52,2.3
12/23/52,1.6
12/24/52,1.7
12/25/52,1.1
12/26/52,1.7
12/27/52,1.7
12/28/52,1.3
12/29/52,2
12/30/52,1.4
12/31/52,1.6
1/1/53,1.3
1/2/53,3.2
1/3/53,1.7
1/4/53,1.3
1/5/53,1.7
1/6/53,1.7
1/7/53,1.7
1/8/53,15
1/9/53,2.1
1/10/53,3.6
1/11/53,1.7
1/12/53,2.2
1/13/53,2
1/14/53,2
1/15/53,1.8
1/16/53,1.7
1/17/53,6.8
1/18/53,3.2
1/19/53,2.8
1/20/53,2.1
1/21/53,2.1
1/22/53,1.7
1/23/53,11
1/24/53,2.7
1/25/53,1.7
1/26/53,2.1
1/27/53,2.1
1/28/53,2
1/29/53,2
1/30/53,2.1
1/31/53,2
2/1/53,1.6
2/2/53,2.1
2/3/53,2
2/4/53,2
2/5/53,3.4
2/6/53,2.1
2/7/53,1.8
2/8/53,1.3
2/9/53,1.7
2/10/53,1.9
2/11/53,11
2/12/53,1.6
2/13/53,1.8
2/14/53,1.7
2/15/53,1.3
2/16/53,1.7
2/17/53,1.6
2/18/53,1.7
2/19/53,1.7
2/20/53,18
2/21/53,3.4
2/22/53,2.3
2/23/53,2.7
2/24/53,2.3
2/25/53,2.4
2/26/53,2
2/27/53,2
2/28/53,2
3/1/53,1.6
3/2/53,2.4
3/3/53,32
3/4/53,8.5
3/5/53,5.3
3/6/53,4.2
3/7/53,3.7
3/8/53,2.7
3/9/53,3.2
3/10/53,2.7
3/11/53,2.7
3/12/53,19
3/13/53,5.3
3/14/53,44
3/15/53,18
3/16/53,10
3/17/53,8.3
3/18/53,17
3/19/53,7.1
3/20/53,6.2
3/21/53,4.2
3/22/53,4.8
3/23/53,2.9
3/24/53,2.9
3/25/53,2.7
3/26/53,2.7
3/27/53,2.7
3/28/53,2.6
3/29/53,2.6
3/30/53,24
3/31/53,54
4/1/53,22
4/2/53,9.9
4/3/53,15
4/4/53,6.2
4/5/53,5
4/6/53,4.2
4/7/53,4.6
4/8/53,7.5
4/9/53,4.4
4/10/53,3.9
4/11/53,3.7
4/12/53,3.2
4/13/53,2.9
4/14/53,2.9
4/15/53,5.1
4/16/53,2.7
4/17/53,4.4
4/18/53,2.9
4/19/53,2.4
4/20/53,2.7
4/21/53,2.7
4/22/53,2.6
4/23/53,2.6
4/24/53,6.7
4/25/53,2.7
4/26/53,2
4/27/53,2.4
4/28/53,2.7
4/29/53,2.9
4/30/53,4.5
5/1/53,3.8
5/2/53,2.3
5/3/53,2
5/4/53,2.3
5/5/53,3.8
5/6/53,2.4
5/7/53,4.9
5/8/53,2.3
5/9/53,2.6
5/10/53,2.4
5/11/53,2.9
5/12/53,2.6
5/13/53,2.7
5/14/53,2.6
5/15/53,2.4
5/16/53,18
5/17/53,2.7
5/18/53,2.6
5/19/53,2.7
5/20/53,2.7
5/21/53,5.1
5/22/53,3.6
5/23/53,2.7
5/24/53,3.5
5/25/53,3.2
5/26/53,3
5/27/53,2.4
5/28/53,2.3
5/29/53,2.7
5/30/53,2.6
5/31/53,2.5
6/1/53,2.4
6/2/53,2.7
6/3/53,2.7
6/4/53,3.3
6/5/53,4.2
6/6/53,3.4
6/7/53,2.6
6/8/53,12
6/9/53,2.9
6/10/53,3.2
6/11/53,3.4
6/12/53,3.7
6/13/53,8.5
6/14/53,3.7
6/15/53,4
6/16/53,3.6
6/17/53,3.5
6/18/53,3.4
6/19/53,3.4
6/20/53,3.4
6/21/53,2.6
6/22/53,3.4
6/23/53,3.2
6/24/53,6
6/25/53,18
6/26/53,14
6/27/53,4.1
6/28/53,3.7
6/29/53,4
6/30/53,4.2
7/1/53,4.4
7/2/53,9.3
7/3/53,3.6
7/4/53,3.2
7/5/53,31
7/6/53,13
7/7/53,3.7
7/8/53,3.2
7/9/53,2.9
7/10/53,3.2
7/11/53,2.7
7/12/53,2.4
7/13/53,2.7
7/14/53,2.7
7/15/53,2.6
7/16/53,3.4
7/17/53,17
7/18/53,2.6
7/19/53,2.3
7/20/53,2.9
7/21/53,11
7/22/53,4.6
7/23/53,2.7
7/24/53,2.7
7/25/53,2.9
7/26/53,2.4
7/27/53,2.6
7/28/53,2.7
7/29/53,2.7
7/30/53,2.6
7/31/53,2.6
8/1/53,2.9
8/2/53,2.6
8/3/53,2.7
8/4/53,2.7
8/5/53,2.6
8/6/53,2.6
8/7/53,8.1
8/8/53,2.4
8/9/53,1.8
8/10/53,2
8/11/53,2.4
8/12/53,3.2
8/13/53,2.6
8/14/53,2.4
8/15/53,2.4
8/16/53,2
8/17/53,1.8
8/18/53,2.3
8/19/53,2.4
8/20/53,2.4
8/21/53,2.2
8/22/53,2.4
8/23/53,2
8/24/53,2.1
8/25/53,2.1
8/26/53,2.3
8/27/53,2.4
8/28/53,2.3
8/29/53,2.3
8/30/53,2
8/31/53,2.3
9/1/53,2.3
9/2/53,2.6
9/3/53,2.6
9/4/53,2.9
9/5/53,1.8
9/6/53,1.6
9/7/53,1.3
9/8/53,1.6
9/9/53,1.7
9/10/53,1.7
9/11/53,3
9/12/53,1.7
9/13/53,1.4
9/14/53,1.7
9/15/53,1.7
9/16/53,1.6
9/17/53,1.7
9/18/53,1.7
9/19/53,3.1
9/20/53,1.4
9/21/53,1.3
9/22/53,1.3
9/23/53,1.1
9/24/53,1.1
9/25/53,1.4
9/26/53,1.6
9/27/53,1.3
9/28/53,1.6
9/29/53,1.8
9/30/53,1.4
10/1/53,1.7
10/2/53,1.7
10/3/53,2
10/4/53,2.5
10/5/53,1.7
10/6/53,1.4
10/7/53,1.4
10/8/53,1.3
10/9/53,1.4
10/10/53,1.3
10/11/53,1.2
10/12/53,1.2
10/13/53,1.3
10/14/53,1.3
10/15/53,1.3
10/16/53,1.3
10/17/53,1.4
10/18/53,1.2
10/19/53,1.4
10/20/53,1.7
10/21/53,1.7
10/22/53,1.8
10/23/53,1.4
10/24/53,1.2
10/25/53,1.1
10/26/53,2.3
10/27/53,18
10/28/53,1.8
10/29/53,1.3
10/30/53,1.3
10/31/53,1.2
11/1/53,1
11/2/53,1.3
11/3/53,1.2
11/4/53,1.2
11/5/53,1.3
11/6/53,1.3
11/7/53,1.2
11/8/53,1
11/9/53,1.2
11/10/53,1.4
11/11/53,1.2
11/12/53,1.3
11/13/53,1.4
11/14/53,1.2
11/15/53,0.8
11/16/53,1.2
11/17/53,1.2
11/18/53,1.2
11/19/53,1.2
11/20/53,1.3
11/21/53,1.2
11/22/53,5.3
11/23/53,1.4
11/24/53,1.3
11/25/53,1.3
11/26/53,1
11/27/53,1.7
11/28/53,1.2
11/29/53,2.1
11/30/53,1.6
12/1/53,1.2
12/2/53,1.3
12/3/53,5
12/4/53,1.2
12/5/53,6.3
12/6/53,2.5
12/7/53,1.3
12/8/53,1.3
12/9/53,3.6
12/10/53,1.2
12/11/53,1.2
12/12/53,1.2
12/13/53,0.9
12/14/53,1.2
12/15/53,1.1
12/16/53,1.1
12/17/53,1.1
12/18/53,1.2
12/19/53,1.1
12/20/53,0.9
12/21/53,1.3
12/22/53,3
12/23/53,1.4
12/24/53,1.3
12/25/53,0.9
12/26/53,1.2
12/27/53,1.1
12/28/53,1.1
12/29/53,1.2
12/30/53,1.1
12/31/53,1.2
1/1/54,1.1
1/2/54,1.4
1/3/54,1.1
1/4/54,1.3
1/5/54,1.3
1/6/54,1.4
1/7/54,1.3
1/8/54,1.3
1/9/54,1.2
1/10/54,0.9
1/11/54,1.3
1/12/54,1.3
1/13/54,1.2
1/14/54,1.2
1/15/54,1.2
1/16/54,1.1
1/17/54,1
1/18/54,1.2
1/19/54,1.6
1/20/54,22
1/21/54,1.4
1/22/54,1.4
1/23/54,1.4
1/24/54,0.9
1/25/54,1.4
1/26/54,16
1/27/54,2.6
1/28/54,1.8
1/29/54,1.8
1/30/54,1.7
1/31/54,1.2
2/1/54,1.7
2/2/54,1.6
2/3/54,6.2
2/4/54,1.7
2/5/54,1.7
2/6/54,1.7
2/7/54,1.1
2/8/54,1.7
2/9/54,1.4
2/10/54,1.7
2/11/54,1.6
2/12/54,1.7
2/13/54,1.7
2/14/54,1.2
2/15/54,2.3
2/16/54,16
2/17/54,1.8
2/18/54,1.4
2/19/54,1.4
2/20/54,1.6
2/21/54,1.4
2/22/54,1.4
2/23/54,1.3
2/24/54,1.4
2/25/54,1.7
2/26/54,1.7
2/27/54,2
2/28/54,1.4
3/1/54,1.4
3/2/54,3.1
3/3/54,2.3
3/4/54,1.4
3/5/54,1.3
3/6/54,1.6
3/7/54,1
3/8/54,1.4
3/9/54,1.3
3/10/54,2
3/11/54,2.3
3/12/54,6.5
3/13/54,2.8
3/14/54,1
3/15/54,1.3
3/16/54,1.3
3/17/54,1.3
3/18/54,1.5
3/19/54,7.1
3/20/54,1.4
3/21/54,0.8
3/22/54,1.2
3/23/54,1.2
3/24/54,1.8
3/25/54,11
3/26/54,1.6
3/27/54,1.8
3/28/54,1.1
3/29/54,2.1
3/30/54,1.3
3/31/54,1.4
4/1/54,1.3
4/2/54,1.3
4/3/54,1.3
4/4/54,2.1
4/5/54,22
4/6/54,13
4/7/54,2.7
4/8/54,1.8
4/9/54,1.6
4/10/54,20
4/11/54,13
4/12/54,3.7
4/13/54,2.6
4/14/54,5.7
4/15/54,22
4/16/54,7.4
4/17/54,3.4
4/18/54,2.1
4/19/54,2.3
4/20/54,2.1
4/21/54,1.8
4/22/54,3.4
4/23/54,1.8
4/24/54,1.8
4/25/54,1.6
4/26/54,2.1
4/27/54,2.1
4/28/54,1.7
4/29/54,1.7
4/30/54,2
5/1/54,2
5/2/54,14
5/3/54,1.8
5/4/54,1.7
5/5/54,1.6
5/6/54,1.6
5/7/54,1.8
5/8/54,1.6
5/9/54,1.3
5/10/54,1.6
5/11/54,1.6
5/12/54,1.4
5/13/54,1.7
5/14/54,1.7
5/15/54,1.8
5/16/54,10
5/17/54,1.8
5/18/54,1.7
5/19/54,1.7
5/20/54,1.6
5/21/54,1.6
5/22/54,1.7
5/23/54,1.4
5/24/54,1.8
5/25/54,1.7
5/26/54,1.7
5/27/54,13
5/28/54,2.2
5/29/54,2.2
5/30/54,1.6
5/31/54,21
6/1/54,23
6/2/54,4
6/3/54,3.4
6/4/54,2.6
6/5/54,2.3
6/6/54,2
6/7/54,22
6/8/54,18
6/9/54,6.5
6/10/54,6.2
6/11/54,5
6/12/54,3.9
6/13/54,3.4
6/14/54,3.7
6/15/54,4.4
6/16/54,3.9
6/17/54,3.7
6/18/54,3.6
6/19/54,4.3
6/20/54,2.9
6/21/54,3.7
6/22/54,3.9
6/23/54,3.2
6/24/54,3.2
6/25/54,2.7
6/26/54,2.9
6/27/54,2.7
6/28/54,2.7
6/29/54,4.1
6/30/54,3.2
7/1/54,3.2
7/2/54,5.7
7/3/54,15
7/4/54,3.5
7/5/54,2.1
7/6/54,2.7
7/7/54,3.4
7/8/54,2.3
7/9/54,2.6
7/10/54,2.4
7/11/54,2.1
7/12/54,2.7
7/13/54,2.7
7/14/54,2.4
7/15/54,2.3
7/16/54,2.6
7/17/54,2.3
7/18/54,2
7/19/54,2.7
7/20/54,3
7/21/54,20
7/22/54,2.7
7/23/54,2.6
7/24/54,2.6
7/25/54,2.1
7/26/54,2.3
7/27/54,2
7/28/54,2.1
7/29/54,14
7/30/54,2.1
7/31/54,2.3
8/1/54,1.7
8/2/54,4.6
8/3/54,2.3
8/4/54,24
8/5/54,7.6
8/6/54,2.6
8/7/54,2.6
8/8/54,7.9
8/9/54,6.6
8/10/54,6.3
8/11/54,2.3
8/12/54,2.6
8/13/54,1.8
8/14/54,3.8
8/15/54,6.6
8/16/54,2.7
8/17/54,2.7
8/18/54,6.8
8/19/54,11
8/20/54,4.2
8/21/54,2.4
8/22/54,2
8/23/54,2.6
8/24/54,2.6
8/25/54,2.6
8/26/54,8.6
8/27/54,3.7
8/28/54,2.6
8/29/54,1.8
8/30/54,2
8/31/54,1.3
9/1/54,1.8
9/2/54,1.9
9/3/54,2.1
9/4/54,2
9/5/54,1.4
9/6/54,1.4
9/7/54,2
9/8/54,1.7
9/9/54,1.8
9/10/54,1.7
9/11/54,1.4
9/12/54,0.9
9/13/54,1.3
9/14/54,1.6
9/15/54,1.7
9/16/54,1.6
9/17/54,1.8
9/18/54,2
9/19/54,1.6
9/20/54,1.6
9/21/54,1.3
9/22/54,1
9/23/54,1.2
9/24/54,1
9/25/54,1.6
9/26/54,1
9/27/54,1.6
9/28/54,1.3
9/29/54,1.9
9/30/54,2.1
10/1/54,1.6
10/2/54,1.5
10/3/54,1.3
10/4/54,6.7
10/5/54,2.8
10/6/54,1.6
10/7/54,1.8
10/8/54,1.8
10/9/54,2
10/10/54,28
10/11/54,16
10/12/54,14
10/13/54,5.3
10/14/54,13
10/15/54,3.6
10/16/54,1.9
10/17/54,1.5
10/18/54,1.3
10/19/54,1.5
10/20/54,1.6
10/21/54,1.6
10/22/54,1.6
10/23/54,1.5
10/24/54,1.4
10/25/54,4.6
10/26/54,2.8
10/27/54,1.4
10/28/54,1.3
10/29/54,1.5
10/30/54,1.4
10/31/54,1.3
11/1/54,1.5
11/2/54,1.5
11/3/54,1.3
11/4/54,1.3
11/5/54,1.3
11/6/54,1.2
11/7/54,1.1
11/8/54,1
11/9/54,1
11/10/54,1.1
11/11/54,1.1
11/12/54,1.2
11/13/54,1.1
11/14/54,1
11/15/54,0.8
11/16/54,1
11/17/54,0.9
11/18/54,1
11/19/54,1
11/20/54,1.1
11/21/54,1.1
11/22/54,1
11/23/54,1
11/24/54,1.3
11/25/54,1.5
11/26/54,1.3
11/27/54,1.2
11/28/54,1.2
11/29/54,1.2
11/30/54,1.3
12/1/54,1.4
12/2/54,1.5
12/3/54,1.5
12/4/54,1.5
12/5/54,1.6
12/6/54,1.6
12/7/54,1.8
12/8/54,1.8
12/9/54,1.9
12/10/54,1.9
12/11/54,1.9
12/12/54,1.9
12/13/54,2
12/14/54,2
12/15/54,2
12/16/54,2.2
12/17/54,4
12/18/54,2.6
12/19/54,2.3
12/20/54,1.9
12/21/54,2
12/22/54,1.9
12/23/54,1.9
12/24/54,1.9
12/25/54,2
12/26/54,2
12/27/54,8
12/28/54,3.2
12/29/54,12
12/30/54,2.9
12/31/54,2.7
1/1/55,2
1/2/55,1.8
1/3/55,5.3
1/4/55,5.5
1/5/55,42
1/6/55,7.5
1/7/55,3.9
1/8/55,3.1
1/9/55,2.6
1/10/55,2.4
1/11/55,2.2
1/12/55,2.4
1/13/55,1.9
1/14/55,2.2
1/15/55,2
1/16/55,1.5
1/17/55,1.8
1/18/55,1.6
1/19/55,1.8
1/20/55,1.6
1/21/55,2
1/22/55,1.8
1/23/55,1.3
1/24/55,1.6
1/25/55,1.6
1/26/55,1.9
1/27/55,1.5
1/28/55,1.6
1/29/55,1.6
1/30/55,1.3
1/31/55,1.6
2/1/55,2.2
2/2/55,2.2
2/3/55,2.2
2/4/55,2.2
2/5/55,3
2/6/55,2.9
2/7/55,2.7
2/8/55,3.2
2/9/55,4.6
2/10/55,2.2
2/11/55,1.8
2/12/55,1.6
2/13/55,1.6
2/14/55,2.8
2/15/55,3.1
2/16/55,2
2/17/55,1.8
2/18/55,2.2
2/19/55,8.8
2/20/55,8.1
2/21/55,3.2
2/22/55,2.7
2/23/55,2.4
2/24/55,2.3
2/25/55,2.3
2/26/55,10
2/27/55,5.5
2/28/55,5
3/1/55,11
3/2/55,7.5
3/3/55,6.4
3/4/55,5.5
3/5/55,4.3
3/6/55,3.7
3/7/55,3.2
3/8/55,3
3/9/55,2.7
3/10/55,6.2
3/11/55,3.8
3/12/55,2.4
3/13/55,2
3/14/55,2.2
3/15/55,3.4
3/16/55,2.3
3/17/55,2
3/18/55,2
3/19/55,2.2
3/20/55,8
3/21/55,12
3/22/55,7.9
3/23/55,4.5
3/24/55,3.6
3/25/55,3.6
3/26/55,2.9
3/27/55,3.3
3/28/55,3.6
3/29/55,3.1
3/30/55,2.7
3/31/55,2.7
4/1/55,2.7
4/2/55,2.6
4/3/55,2
4/4/55,3.8
4/5/55,3
4/6/55,2.4
4/7/55,2.2
4/8/55,2.2
4/9/55,2
4/10/55,1.8
4/11/55,18
4/12/55,6.2
4/13/55,6.6
4/14/55,7.7
4/15/55,3.6
4/16/55,3.4
4/17/55,2.9
4/18/55,3.2
4/19/55,4.2
4/20/55,17
4/21/55,3.6
4/22/55,3.4
4/23/55,9.4
4/24/55,4.6
4/25/55,3.9
4/26/55,3.6
4/27/55,3.6
4/28/55,3.2
4/29/55,3.1
4/30/55,3.1
5/1/55,2.7
5/2/55,3.1
5/3/55,2.7
5/4/55,2.9
5/5/55,2.6
5/6/55,2.6
5/7/55,3.2
5/8/55,2.2
5/9/55,4.4
5/10/55,11
5/11/55,2.6
5/12/55,2.4
5/13/55,12
5/14/55,3.1
5/15/55,2.6
5/16/55,2.6
5/17/55,2.6
5/18/55,2.7
5/19/55,2.4
5/20/55,2.6
5/21/55,3.1
5/22/55,3.5
5/23/55,3.1
5/24/55,3.6
5/25/55,2.6
5/26/55,3.1
5/27/55,3.7
5/28/55,14
5/29/55,4.4
5/30/55,2.7
5/31/55,2.9
6/1/55,2.9
6/2/55,3
6/3/55,3.1
6/4/55,20
6/5/55,5.8
6/6/55,6.4
6/7/55,8.1
6/8/55,16
6/9/55,5.3
6/10/55,6.2
6/11/55,12
6/12/55,4.9
6/13/55,4.3
6/14/55,4.3
6/15/55,3.9
6/16/55,3.9
6/17/55,3.9
6/18/55,3.8
6/19/55,3.1
6/20/55,3.6
6/21/55,3.1
6/22/55,2.9
6/23/55,2.8
6/24/55,2.7
6/25/55,2.7
6/26/55,2.3
6/27/55,2.6
6/28/55,2.5
6/29/55,2.5
6/30/55,2.5
7/1/55,2.5
7/2/55,2.5
7/3/55,2.3
7/4/55,2.1
7/5/55,11
7/6/55,3.6
7/7/55,3.6
7/8/55,3.3
7/9/55,5
7/10/55,2.9
7/11/55,3.2
7/12/55,3
7/13/55,3.1
7/14/55,45
7/15/55,5.9
7/16/55,3.6
7/17/55,3.1
7/18/55,3.5
7/19/55,3.4
7/20/55,3.7
7/21/55,3.9
7/22/55,3.8
7/23/55,28
7/24/55,4.4
7/25/55,3.6
7/26/55,3.5
7/27/55,3.5
7/28/55,3.4
7/29/55,3.8
7/30/55,3.4
7/31/55,3.2
8/1/55,3.4
8/2/55,14
8/3/55,3.5
8/4/55,3.2
8/5/55,3.1
8/6/55,6.5
8/7/55,2.9
8/8/55,3
8/9/55,3
8/10/55,3.4
8/11/55,3.4
8/12/55,2.9
8/13/55,2.9
8/14/55,2.3
8/15/55,2.8
8/16/55,2.7
8/17/55,2.9
8/18/55,3
8/19/55,2.9
8/20/55,3
8/21/55,2.2
8/22/55,4.8
8/23/55,2.7
8/24/55,2.6
8/25/55,2.7
8/26/55,2.8
8/27/55,2.7
8/28/55,2.2
8/29/55,18
8/30/55,9.1
8/31/55,2.4
9/1/55,2.1
9/2/55,2.2
9/3/55,2.2
9/4/55,1.7
9/5/55,1.8
9/6/55,2.2
9/7/55,2.3
9/8/55,2.3
9/9/55,2.4
9/10/55,3.3
9/11/55,1.5
9/12/55,1.8
9/13/55,1.9
9/14/55,2
9/15/55,2.4
9/16/55,2.4
9/17/55,2.4
9/18/55,1.8
9/19/55,2.4
9/20/55,2.3
9/21/55,3.8
9/22/55,9.1
9/23/55,14
9/24/55,2.9
9/25/55,1.8
9/26/55,2.9
9/27/55,16
9/28/55,2.4
9/29/55,13
9/30/55,2.6
10/1/55,2.1
10/2/55,1.8
10/3/55,2.4
10/4/55,3.3
10/5/55,51
10/6/55,133
10/7/55,27
10/8/55,8.9
10/9/55,6.6
10/10/55,5.9
10/11/55,5.3
10/12/55,7.1
10/13/55,4.7
10/14/55,4.7
10/15/55,4.5
10/16/55,3.8
10/17/55,4.7
10/18/55,3.8
10/19/55,3.8
10/20/55,3.8
10/21/55,3.4
10/22/55,3.2
10/23/55,4.6
10/24/55,3.3
10/25/55,2.9
10/26/55,2.9
10/27/55,3.6
10/28/55,6.7
10/29/55,7.9
10/30/55,4.4
10/31/55,3.8
11/1/55,8.9
11/2/55,17
11/3/55,6.3
11/4/55,4.5
11/5/55,4.1
11/6/55,3.6
11/7/55,3.8
11/8/55,3.1
11/9/55,3.2
11/10/55,3.1
11/11/55,3.1
11/12/55,2.7
11/13/55,5.2
11/14/55,6.7
11/15/55,4.4
11/16/55,3.7
11/17/55,2.4
11/18/55,2.6
11/19/55,4.2
11/20/55,2.9
11/21/55,3.2
11/22/55,3.1
11/23/55,3.5
11/24/55,2.2
11/25/55,2.4
11/26/55,2.4
11/27/55,2
11/28/55,2.2
11/29/55,2.3
11/30/55,2
12/1/55,2
12/2/55,4.2
12/3/55,3.6
12/4/55,2.3
12/5/55,2.1
12/6/55,2.2
12/7/55,2.3
12/8/55,2.1
12/9/55,1.9
12/10/55,1.8
12/11/55,1.5
12/12/55,1.9
12/13/55,1.9
12/14/55,1.9
12/15/55,1.5
12/16/55,1.6
12/17/55,1.8
12/18/55,1.4
12/19/55,1.8
12/20/55,1.6
12/21/55,1.8
12/22/55,1.8
12/23/55,1.8
12/24/55,1.8
12/25/55,1.4
12/26/55,1.4
12/27/55,1.5
12/28/55,1.4
12/29/55,1.5
12/30/55,1.4
12/31/55,1.4
1/1/56,1.3
1/2/56,1.4
1/3/56,1.5
1/4/56,1.5
1/5/56,1.6
1/6/56,1.5
1/7/56,1.5
1/8/56,1.2
1/9/56,1.6
1/10/56,1.5
1/11/56,1.4
1/12/56,1.5
1/13/56,1.3
1/14/56,1.5
1/15/56,1.1
1/16/56,1.4
1/17/56,1.4
1/18/56,1.4
1/19/56,1.8
1/20/56,1.8
1/21/56,1.5
1/22/56,1.1
1/23/56,1.2
1/24/56,1.1
1/25/56,1.3
1/26/56,1.4
1/27/56,1.5
1/28/56,2
1/29/56,1.3
1/30/56,1.7
1/31/56,1.7
2/1/56,1.8
2/2/56,2.1
2/3/56,1.9
2/4/56,2
2/5/56,2.2
2/6/56,3.2
2/7/56,5.6
2/8/56,5.4
2/9/56,4.6
2/10/56,2.7
2/11/56,2.9
2/12/56,3.1
2/13/56,5.4
2/14/56,4.7
2/15/56,4.9
2/16/56,6.9
2/17/56,12
2/18/56,5.9
2/19/56,4.3
2/20/56,3.8
2/21/56,3.4
2/22/56,3.2
2/23/56,3.1
2/24/56,12
2/25/56,6.7
2/26/56,4.1
2/27/56,4.1
2/28/56,4.6
2/29/56,3.8
3/1/56,4.5
3/2/56,3.4
3/3/56,3.9
3/4/56,2.7
3/5/56,3.2
3/6/56,2.9
3/7/56,2.9
3/8/56,2.4
3/9/56,2.4
3/10/56,2.4
3/11/56,1.9
3/12/56,2.4
3/13/56,2.3
3/14/56,4.1
3/15/56,2.3
3/16/56,4
3/17/56,2.5
3/18/56,2.2
3/19/56,2
3/20/56,2
3/21/56,1.9
3/22/56,1.5
3/23/56,2.2
3/24/56,1.5
3/25/56,1.4
3/26/56,1.6
3/27/56,1.3
3/28/56,6.9
3/29/56,1.5
3/30/56,1.3
3/31/56,1.3
4/1/56,1.2
4/2/56,2.3
4/3/56,1.9
4/4/56,1.4
4/5/56,1.8
4/6/56,1.8
4/7/56,3.2
4/8/56,1.3
4/9/56,1.6
4/10/56,1.9
4/11/56,1.7
4/12/56,1.5
4/13/56,1.5
4/14/56,1.8
4/15/56,1.4
4/16/56,1.5
4/17/56,1.5
4/18/56,1.4
4/19/56,1.5
4/20/56,1.5
4/21/56,1.5
4/22/56,1.5
4/23/56,1.4
4/24/56,1.6
4/25/56,7.2
4/26/56,1.9
4/27/56,1.8
4/28/56,8.9
4/29/56,29
4/30/56,3.3
5/1/56,2.6
5/2/56,4.3
5/3/56,2.4
5/4/56,2.7
5/5/56,2
5/6/56,1.9
5/7/56,2
5/8/56,2
5/9/56,2
5/10/56,2.2
5/11/56,2.2
5/12/56,2.3
5/13/56,2
5/14/56,2
5/15/56,3.6
5/16/56,2.1
5/17/56,2.3
5/18/56,1.9
5/19/56,1.8
5/20/56,1.5
5/21/56,1.9
5/22/56,8.4
5/23/56,2.3
5/24/56,1.5
5/25/56,1.6
5/26/56,3.6
5/27/56,22
5/28/56,3.4
5/29/56,4.3
5/30/56,2.7
5/31/56,3.3
6/1/56,2.4
6/2/56,2.3
6/3/56,2.2
6/4/56,2.5
6/5/56,2.5
6/6/56,2.6
6/7/56,2.7
6/8/56,2.7
6/9/56,2.8
6/10/56,2
6/11/56,2.5
6/12/56,2.7
6/13/56,2.5
6/14/56,2.7
6/15/56,2.8
6/16/56,3.1
6/17/56,2.8
6/18/56,2.8
6/19/56,9.5
6/20/56,2.8
6/21/56,11
6/22/56,7.4
6/23/56,2.9
6/24/56,2.4
6/25/56,2.8
6/26/56,2.8
6/27/56,2.2
6/28/56,2.1
6/29/56,2.1
6/30/56,2.1
7/1/56,1.7
7/2/56,2.1
7/3/56,17
7/4/56,3.5
7/5/56,2
7/6/56,1.8
7/7/56,1.9
7/8/56,11
7/9/56,1.4
7/10/56,1.8
7/11/56,2
7/12/56,6.2
7/13/56,2.6
7/14/56,2.2
7/15/56,21
7/16/56,5.9
7/17/56,4.7
7/18/56,26
7/19/56,6.9
7/20/56,4.3
7/21/56,4.1
7/22/56,3.9
7/23/56,3.7
7/24/56,3
7/25/56,3.5
7/26/56,3.4
7/27/56,3.3
7/28/56,3.8
7/29/56,2.6
7/30/56,2.7
7/31/56,19
